case,stratum,attempt,run,parsed,ref_verdict,ref_outcome,ref_next_agent,ref_adjust,llm_verdict,llm_outcome,llm_next_agent,llm_adjust,verdict_ok,outcome_ok,hop_ok,adjust_ok,reason
wrong_51,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The global integrity floor, Gate 2 and Gate 3 all definitively failed, so this is a REJECT. Gate 1 and Gate 1b passed and the clone control was valid, so no gate is unmeasured. Retry count is 0 of 2, so the orchestrator relays a retry to concept-designer. Several gates failed together (integrity, attribute fidelity, briefed changes), which points to a systematic drift from the references rather than a one-off sampling artifact, so the adjusted parameter is ip_adapter_scale rather than seed."
wrong_52,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed, so this is a REJECT. Retries remain (count 0 of 2). Gate 1/1b passed, so the concept isn't a clone; the concept looks too far from the style and lacks its briefed and visible attributes, which points to a systematic ip_adapter_scale problem rather than a one-off seed artifact, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_52,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) all definitively failed, so this is a REJECT. This is attempt 1 of 3, so a retry remains. Because Gate 2 and Gate 3 also failed, this looks like a systematic miss rather than a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale. The orchestrator relays it to concept-designer."
wrong_52,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed, so this is a REJECT. Gates 1 and 1b passed, so the image is not too close to the references. Failing integrity, attribute fidelity and briefed changes together points to drift from the reference rather than a one-off sampling artifact, so retry 1 of 2 adjusts ip_adapter_scale (raised to pull it closer to the reference) rather than the seed."
wrong_53,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitely failed, so this is a REJECT with retry count 0 and 2 retries left. Gates 1 and 1b passed, so the image is novel enough but has drifted from the reference style and the briefed changes. Three gates failing together looks systematic rather than a one-off sampling artifact, so the critic adjusts ip_adapter_scale rather than the seed. The orchestrator relays it to concept-designer."
wrong_53,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed (Gates 1 and 1b passed and the clone control is valid), so this is a REJECT. It is attempt 0, so 2 retries remain. The concept drifted from the style and lost the briefed attributes across several gates, so it is not a one-off seed artifact. The critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_53,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitely failed, so the verdict is REJECT. Gates 1 and 1b passed, so the concept is not too close to the references. It is too far from them and the briefed attributes are missing. That points to a systematic miss, not a one-off sampling artifact, so the critic sends back a different ip_adapter_scale. This is retry 0 of 2, so the orchestrator relays it to concept-designer."
wrong_54,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 each definitively failed (all measured, none null), while Gate 1 and Gate 1b passed with a valid clone control. This is attempt 1 with retries remaining, so it is sent back to concept-designer. Because the attribute-fidelity and briefed-change gates failed along with integrity, and there is no evidence of a one-off sampling artifact, ip_adapter_scale is the parameter to adjust rather than seed."
wrong_54,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed, so the concept is rejected. Gate 1 and 1b passed, which means the image is novel but drifting from the style (too far from any real reference, with attributes and briefed changes not showing). That points to a systematic miss rather than a one-off sampling artifact, so with retry count 0 of 2 the critic sends back an adjusted ip_adapter_scale (raise it to pull closer to the references) via the orchestrator to concept-designer."
wrong_54,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed (Gates 1 and 1b passed, and the clone control is valid), so this is a REJECT. It is attempt 1 with retries remaining (0 of 2 used). The pattern of several failures with no sibling-seed evidence points to a systematic reference-adherence problem rather than a one-off sampling artifact, so the critic sends back a changed ip_adapter_scale and the orchestrator relays it to concept-designer."
wrong_55,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, so this is a REJECT even though Gates 1 and 1b passed. Retry count is 0 of 2, so the critic sends back an adjusted ip_adapter_scale via the orchestrator. The failures are systematic (attributes and briefed changes not visible, plus a low closest-reference similarity) rather than a one-off seed artifact, and nothing here is unmeasured."
wrong_55,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed (Gate 1 and 1b passed with a valid clone control), so nothing is unmeasured and this is a REJECT. Three gates failing together points to a systematic drift from the reference rather than a one-off sampling artifact, so this is attempt 1 of 3 and the critic sends back an adjusted ip_adapter_scale via the orchestrator to concept-designer."
wrong_55,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitely failed, so this is a REJECT, not INCONCLUSIVE. Gate 1 and Gate 1b passed, with the clone control valid. Retry count is 0, so a retry is allowed. Failing on fidelity and briefed changes as well as the integrity floor points to a systematic drift from the reference rather than a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale and the orchestrator relays it to concept-designer."
wrong_56,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed, so this is a REJECT with no unmeasured gates. It is attempt 1 with retries remaining, so it goes back for a retry. Failing on three gates together (too far from every reference, attributes wrong, briefed changes missing) points to a systematic ip_adapter_scale problem rather than a one-off seed artifact, so the critic sends an adjusted ip_adapter_scale (likely higher) back to concept-designer via the orchestrator."
wrong_56,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed with a valid clone control), so this is a REJECT with 0 of 2 retries used. The concept drifted from the reference style and the briefed changes and attributes are not visible, which points to a shared cause, so the critic sends back an adjusted ip_adapter_scale rather than a new seed. The orchestrator relays it to concept-designer."
wrong_56,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitely failed (Gates 1 and 1b passed, with the clone control valid), so this is a REJECT with 0 of 2 retries used. The failures point to a weak match to the reference and the briefed attributes rather than a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale, relayed to concept-designer by the orchestrator."
wrong_57,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed, while Gate 1 and Gate 1b passed (with a valid clone control). That means the concept is novel but has drifted from the style's attributes and briefed changes, which is a systematic miss rather than a one-off sampling artifact, so the critic adjusts ip_adapter_scale. This is attempt 1 with retries remaining (0 of 2 used), so the orchestrator relays the retry to concept-designer."
wrong_57,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitively failed, so the concept is rejected. This is attempt 1 of 3 (retry count 0), so it goes back for a retry. The failures are systematic (fidelity and briefed changes missing, and no sibling-seed evidence of a one-off artifact), so the critic sends back a different ip_adapter_scale rather than a new seed."
wrong_57,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitively failed, so this is a REJECT. Failing on several gates at once points to a systematic miss (the image drifted from the reference and lacks the briefed attributes) rather than a one-off seed artifact. It is attempt 0, so 2 retries remain, and the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_58,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all failed (Gates 1 and 1b passed), so this is a definite REJECT. Retry count is 0 of 2, so the critic sends back an adjusted ip_adapter_scale via the orchestrator. Failing attribute fidelity and briefed changes alongside the integrity floor points to a systematic miss rather than a one-off seed artifact, and no sibling-seed evidence suggests otherwise."
wrong_58,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 definitely failed (Gates 1 and 1b passed and the clone control is valid), so this is a REJECT with 0 of 2 retries used. The pattern is systematic (attributes and briefed changes are missing, and the image is too far from the real references) rather than a one-seed artifact, so the critic sends back an adjusted ip_adapter_scale via the orchestrator; the human visual check stays required for any later pass."
